Sr_No,Location_Coordinates,Hospital_Name,Address_Original_First_Line,State,District,Pincode,Telephone,Website
9921,NA,Om Surgical and Maternity Hospital,"Near Petrol Pump,Mahendergarh Road Kanina",Haryana,Mahendragarh,123001,0,0
9922,"28.0483577, 76.1069061",Podar Eye Hospital and Nursing Home,"Shivaji Nagar,Near Old Courts ,Narnaul",Haryana,Mahendragarh,123001,0,0
9923,NA,Pooja Hospital,Mohindergarh Road,Haryana,Mahendragarh,123001,0,0
9924,"28.0584011, 76.1016705",Ram Nursing Home,"Singhana Road, Narnaul",Haryana,Mahendragarh,123001,0,0
9925,"28.0343075, 76.17397",Ramavatar Bal Hospital,"Near Panchayat Bhavan,Narnaul",Haryana,Mahendragarh,123001,0,0
9926,"28.0657961, 76.1014781",Ratna Hospital,"OppositeCivil Hospital, Narnaul",Haryana,Mahendragarh,123001,0,0
9927,NA,Samvedna Hospital,"Keshav Nagar, Narnau",Haryana,Mahendragarh,123001,0,0
9928,"28.0447735, 76.0938366",Shanti Hospital and Research Center,"Nizampur Road, Narnaul",Haryana,Mahendragarh,123001,0,0
9929,"28.0657961, 76.1014781","Singhal Medical, Surgical and Maternity Center","OppositeTalab Bahadur Singh, Narnaul",Haryana,Mahendragarh,123001,0,0
9930,NA,Verma Hospital and Iris Eye Institute,Mohinder Garh Road,Haryana,Mahendragarh,123001,0,0
9931,"28.0657961, 76.1014781",Yadav Surgical and Nursing Home,Narnaul,Haryana,Mahendragarh,123001,0,0
9932,"28.0959214, 76.2583455",Surendra Hospital,"Ateli Mandi, Ateli",Haryana,Mahendragarh,123021,0,0
9933,NA,Bhati Devi Hospital and Trauma Centre,"Dadri Road, M/Garh",Haryana,Mahendragarh,123029,0,0
9934,NA,Bhawani Memorial Hospital,Near Post Office,Haryana,Mahendragarh,123029,0,0
9935,"28.7014122, 77.188595",Ganga Devi Pandey Eye Hospital,Pandit Deen Dayal Marg,Haryana,Mahendragarh,123029,0,0
9936,NA,Govind Netralaya,Old Narnaul Road,Haryana,Mahendragarh,123029,0,0
9937,NA,Jeewan Anand Nursing Home,Opposite Bus Stand,Haryana,Mahendragarh,123029,0,0
9938,"28.5745813, 77.1603832",Neetu Nursing Home,Near Rao Tula Ram Chowk,Haryana,Mahendragarh,123029,0,0
9939,NA,Saumya Nursing Home,"No. 953, Ward No.1,Shastri Colony,Opposite Bus Stand",Haryana,Mahendragarh,123029,0,0
9940,NA,Sharbati Surgical and Maternity Home,Gaushala Rd,Haryana,Mahendragarh,123029,0,0
9941,NA,Shri Krishna Hospital,Roa Tularam Chowk,Haryana,Mahendragarh,123029,0,0
9942,"28.5945736, 76.2853128",Sukhram Hospital,"Dadri Road, Near Fly Over",Haryana,Mahendragarh,123029,0,0
9943,NA,Suraj Hospital and Health Services,Pt. Deen Dayal Marg,Haryana,Mahendragarh,123029,0,0
9944,NA,"Samudayik Swasthya Kender, Nahard",Nahard,Haryana,Mahendragarh,123303,0,0
9945,"28.1963043, 76.6027404",Jeevan Hospital,"Near New Sabji Mandi, Rewari Road, Bawal, Bawal",Haryana,Mahendragarh,123501,0,0
9946,NA,"Samudayik Swasthya Kender, Bawal",Bawal,Haryana,Mahendragarh,123501,0,0
9947,NA,Pooja Hospital,"M.Garh Road Narnaul, Near Nuni Mode",Haryana,Mahendragarh,123001,0,http://www.poojahospital.net/
9948,NA,Samvedna Hospital and Diagnostic Center,"817, Mahendragarh Rd.Opp SP Office, Sector 1, (Behind DC Residence",Haryana,Mahendragarh,123001,0,http://samvedna.webs.com/
9949,"28.1487362, 77.3320262",Om Spero Hospital,"56 KM Stone, NH-2, Delhi-Mathura Road",Haryana,Palwal,121102,0,www.sperohospitals.com
9950,"28.1487362, 77.3320262",Dr. Baglas Nursing Home,Delhi Mathura Road,Haryana,Palwal,121102,0,http://www.drbagla.com
9951,"28.1487362, 77.3320262",Perfect Vision Eye Centre,"1056/C-4-A, Bye Pass Road, Adjoining Punjab National Bank, Rasoolpur Chowk",Haryana,Palwal,121102,0,http://www.perfectvisionindia.com/
9952,"30.8354407, 76.9317612",Community Health Centre,Kalka,Haryana,Panchkula,133302,0,0
9953,"30.6942091, 76.860565",D Rana`S Hospital Kalaka,Kalaka,Haryana,Panchkula,133302,0,0
9954,NA,Rana Hospital,"Kalka Shimla Highway, Near Canara Bank, Kalka",Haryana,Panchkula,133302,0,0
9955,"30.797013, 76.9177947",G D Child Care Centre,Kalka National Highway Pinjore,Haryana,Panchkula,134102,0,0
9956,"31.0381011, 76.7118672",J N Shori Multi Speciality Hospital,"Nalagarh Road, P. O. Pinjore",Haryana,Panchkula,134102,0,0
9957,"30.797013, 76.9177947",Khera Hospital / Khera Hospital and X-Ray Centre,45 Shiva Complex Main Bazar Pinjore,Haryana,Panchkula,134102,0,0
9958,"30.7628772, 76.9049316",Khurana Hospital,"Near Railyway Crossing, Kalka Road, Pinjore",Haryana,Panchkula,134102,0,0
9959,NA,Aarogya Hospital,"# 1303- P, Sector-21, New Grain Market Road",Haryana,Panchkula,134109,0,0
9960,"30.6747384, 76.8634479",Alchemist Hospitals Ltd. / (Formerly Know As Kaiser Hospital Ltd.),Sector - 21,Haryana,Panchkula,134109,0,0
9961,"30.6903348, 76.8609575",Bajaj Bone and Joint Clinic,"K.No 889 ,Sector-4",Haryana,Panchkula,134109,0,0
9962,"30.7052881, 76.844708",Bandhu Nursing Home,469 Sector 7,Haryana,Panchkula,134109,0,0
9963,"30.6898813, 76.8483677",Chakravarty Nursing Home / Chakshu Clinic,"207, Sector-10",Haryana,Panchkula,134109,0,0
9964,NA,Childrens Hospital,"Swastik Vihar, Phase I, Sector - 5, Mansa Devi Complex",Haryana,Panchkula,134109,0,0
9965,NA,Command Hospital,Western Command Chandimandir Registered Hospital: Military Hospital Code,Haryana,Panchkula,134109,0,0
9966,NA,Dhar Pediatric Centre,Sco 94 Ff Swastik Vihar,Haryana,Panchkula,134109,0,0
9967,Error,Dhir Clinic,Sector-4,Haryana,Panchkula,134109,0,0
9968,"30.6903348, 76.8609575",Divine Eye Clinic,"705, Sector 4",Haryana,Panchkula,134109,0,0
9969,NA,Divya Chikitsa Sewa Kendra,"Disha Orcade,Samerock School,Mansa Devi Complex,(Near Railway Fatak),Sector-4",Haryana,Panchkula,134109,0,0
9970,"30.6953385, 76.8436041",Dr Bakshis Clinical Laboratory,"H.No- 702, Sector-9",Haryana,Panchkula,134109,0,0
9971,"13.735566, -89.0517287",Dr Bindals Dental Clinic and Implant Center,"S.C.O-2 ,First Floor,Sector-11",Haryana,Panchkula,134109,0,0
9972,"30.7064709, 76.8562405",Dr Krishan Lal Singla Nursing Home,44 Sector-6,Haryana,Panchkula,134109,0,0
9973,NA,Dr Monicas Laser Eye Clinic,"Sco -4 Swastik Vihar ,Mansa Devi Complex",Haryana,Panchkula,134109,0,0
9974,"30.684933, 76.8389413",Gokul Surgical Hospital,"# 1034, Sector - 15",Haryana,Panchkula,134109,0,0
9975,"10.4924429, -66.9499217",Gupta Gynae Centre,"H No 685, Sector 12-A",Haryana,Panchkula,134109,0,0
9976,"26.88728, 80.9940139",Gupta Nursing Home,"House No-576, , Sector-16",Haryana,Panchkula,134109,0,0
9977,NA,Gupta`S Dental Hospital,"Swastik Vihar,Sector 5,Mansa Devi Road",Haryana,Panchkula,134109,0,0
9978,NA,Happy Family Maternitys Children Hospital Pvt Ltd,"Nursing Home Site No.-1, , Adjoining Gh-34, Sector-5,  (Mansadevi Complex)",Haryana,Panchkula,134109,0,0
9979,NA,Institute Of Reproduction and Child Cares,"Site No.3, Sector-17,Near Gowri Shankar Mandir",Haryana,Panchkula,134109,0,0
9980,"30.7052881, 76.844708",Jindal Nursing Home,"602, Sector-7",Haryana,Panchkula,134109,0,0
9981,"30.6918894, 76.8370739",Jyoti Dental and Eye Care Centre,"No.621, Sector-16",Haryana,Panchkula,134109,0,0
9982,"30.7064709, 76.8562405",Kamla Charitable Diagnostic Centre,"Scf-65 ,Sector-6",Haryana,Panchkula,134109,0,0
9983,NA,Kaps Diagnoscan Centre,"Sco 12/5/Mdc/Pkl, On Chadkalka Highway",Haryana,Panchkula,134109,0,0
9984,"30.7064709, 76.8562405",Kl Nursing Home,"House No-46,Sector 6",Haryana,Panchkula,134109,0,0
9985,"30.6942091, 76.860565",Makkar Dental Clinic,Sco 298 Sec. 20,Haryana,Panchkula,134109,0,0
9986,"30.7052881, 76.844708",Malhotra Nursing Home,"# 302, Sector-7",Haryana,Panchkula,134109,0,0
9987,"30.6987539, 76.8360578",Mehta Medical Centre,"254, Sector 17",Haryana,Panchkula,134109,0,0
9988,"30.7052881, 76.844708",Narula Nursing Home,"#131, Sector 7",Haryana,Panchkula,134109,0,0
9989,"30.6942091, 76.860565",Noheria Nursing Home,"#807, Dilsukhnagar",Haryana,Panchkula,134109,0,0
9990,"30.6996417, 76.844708",Ortho Centre / Ortho Nava Hospital,"# 873, Sector - 8",Haryana,Panchkula,134109,0,0
9991,NA,Orthomax Bone and Joint Hospital,"Behind Raghunath Mandir, Nursing Home Site No1,Sector-15",Haryana,Panchkula,134109,0,0
9992,NA,Orthomax Group,"Nursing Home, Site-1, Opposite Raghunathan Temple, Sector-15",Haryana,Panchkula,134109,0,0
9993,"30.6960639, 76.8648893",Orthonova Clinic,"#11 ,Sector-2",Haryana,Panchkula,134109,0,0
9994,NA,Pardeep Allergy Centre,"Clinic Cum-Residence 298, Sec-15",Haryana,Panchkula,134109,0,0
9995,"30.6918894, 76.8370739",Phoneix Hospital,Sco-8 Sector-16,Haryana,Panchkula,134109,0,0
9996,"30.6987539, 76.8360578",Pulse Hospital,Sector-17,Haryana,Panchkula,134109,0,0
9997,NA,Radha Devi Amravati Polyclinic,"Kalka National Highway-22, Amravati Enclave",Haryana,Panchkula,134109,0,0
9998,"30.6798774, 76.844708",Raffels Hospital Pvt. Ltd.,"Sco-138, Sector-14",Haryana,Panchkula,134109,0,0
9999,"30.6942091, 76.860565",Shri Ram Clinic,"1187, Sector -11",Haryana,Panchkula,134109,0,0
10000,"23.2364974, -106.4237436",Shriram Multispeciality Hospital,"House No-1187,Sector 11",Haryana,Panchkula,134109,0,0
10001,NA,Shubham Hospital and Diagnostic Center,"Sco289 Dss254, Sector-20",Haryana,Panchkula,134109,0,0
10002,"30.7398339, 76.782702",Siddarth Nursing Home,"House No-851,Sector 17",Haryana,Panchkula,134109,0,0
10003,"30.6942091, 76.860565",Sidharrth Nursing Home,"H.No- 30,Sector 12-A",Haryana,Panchkula,134109,0,0
10004,Error,Singla Child Care Centre,"651,Sector-12",Haryana,Panchkula,134109,0,0
10005,NA,Subham Hospital and Diagnostic Centre,"S.C.O. 289 & Dss 254, Sector-20",Haryana,Panchkula,134109,0,0
10006,"30.6953385, 76.8436041",Takkar Dental Clinic,496.Sector-9,Haryana,Panchkula,134109,0,0
10007,"30.7064709, 76.8562405",Verma Maternity Centre7Nursing Home,"270,Sector-6",Haryana,Panchkula,134109,0,0
10008,NA,Vohra Clinical Laboratories,"#1617 Sector 15,Opp Shri Guru Ravidass Bhawan",Haryana,Panchkula,134109,0,0
10009,"30.583187, 77.0190228",Chc Raipur Rani,Raipur Rani,Haryana,Panchkula,134204,0,0
10010,"30.6747384, 76.8634479","Alchemist Hospital, Panchkula",Sector 21,Haryana,Panchkula,134112,0,http://www.alchemisthospitals.com/
10011,"30.6898813, 76.8483677",Chakravarty Nursing Home,"207, Sector 10",Haryana,Panchkula,134109,0,http://chakravartynursinghome.com/
10012,"30.6898813, 76.8483677",Chakravarty Polyclinics,"208, Sector-10",Haryana,Panchkula,134109,0,http://chakravartynursinghome.com/
10013,"30.6864116, 76.8533575",Drishti Eye Hospital,"SCO-26, Sector-11",Haryana,Panchkula,134109,0,http://www.drishtieyehospital.com/
10014,"23.216719, 72.6421769",Shri Ram Hospital,"1187, Sector 11, Near Main Bus Stand",Haryana,Panchkula,134112,0,http://shriramclinic.com/
10015,"30.6918894, 76.8370739",Phoenix Hospital,"SCO 8, Sector 16",Haryana,Panchkula,134108,0,http://www.phoenixhospitalindia.com/
10016,"35.20105, -91.8318334","A R Mittal Hospital,","A R Mittal Hospital,Gohana Road",Haryana,Panipat,132103,0,0
10017,"29.3936623, 76.947512",A S Dahiya Hospital / A.S Dhaiya Hospital,"2, Arya Nagar, Asandh Road",Haryana,Panipat,132103,0,0
10018,"29.3909464, 76.9635023",Aarti Nursing Home,Teshil Road,Haryana,Panipat,132103,0,0
10019,NA,Abrol Medical and Heart Care Centre,"20,Nehru Nagar,Tehsil Town",Haryana,Panipat,132103,0,0
10020,"29.3788655, 76.9656473",Aggarwal Eye Hospital,"Gohana Road ,Near Gt Road",Haryana,Panipat,132103,0,0
10021,NA,Ahuja Hospital Pvt.Ltd,"Ahuja Hospital Pvt.Ltd,Sanoli Road",Haryana,Panipat,132103,0,0
10022,"29.2405629, 77.0113048",Akash Hospital,"New Grain Market, Samalkha",Haryana,Panipat,132103,0,0
10023,"29.3909464, 76.9635023",Altius Maharaja Agarsain Hospital,Near Devi Mandir,Haryana,Panipat,132103,0,0
10024,"29.3909464, 76.9635023",Amar Hospital,Waiser RoadMadlauda,Haryana,Panipat,132103,0,0
10025,"17.4068477, 78.4623915",Anand Hospital Navdeep Eye Center / Anand Nursing Home,No.105 Adarsh Nagar Near Head Post Office,Haryana,Panipat,132103,0,0
10026,"29.388958, 76.9599852",Arora Psychiatric Nursing Home,"811 ,Model Town",Haryana,Panipat,132103,0,0
10027,NA,B K Gupta Eye Hospital,"Near Lal Tanki, Ram Lal Chowk",Haryana,Panipat,132103,0,0
10028,"28.6971398, 77.1596946",Bajaj Eye Centre,"206 , New Sukdev Nagar",Haryana,Panipat,132103,0,0
10029,"29.3622905, 76.9931074",Batra Hospital,"550,Sector - Ii,Huda",Haryana,Panipat,132103,0,0
10030,NA,Bhatia Hospital,"Bhatia Hospital,3 - C,Narayan Singh Park",Haryana,Panipat,132103,0,0
10031,NA,Chander Shekhar Rewari Memorial Trust,"Opposite Malikpetrolpump,Sanoli Road",Haryana,Panipat,132103,0,0
10032,"29.3909464, 76.9635023",Chaturbhuj Leelawati Trust Hospital and Nursing Home / Chaterbuj Trust Hospital,Ralways Road,Haryana,Panipat,132103,0,0
10033,"29.3955427, 76.9580198",Chhabra Hospital,"1, Narian Singh Park Assandh Road",Haryana,Panipat,132103,0,0
10034,NA,City Medical Care Hospital,Sanouli Road Near Bhim Goda Mandir,Haryana,Panipat,132103,0,0
10035,"29.3909464, 76.9635023",Civil Hospital,Bus Stand,Haryana,Panipat,132103,0,0
10036,"29.3986523, 76.971507",D.K. Gastro-Care Clinic,"203, Sukhdev Nagar",Haryana,Panipat,132103,0,0
10037,"29.3781682, 76.9644342",D.N.Batra Hospital,Gohana Road,Haryana,Panipat,132103,0,0
10038,"29.3986523, 76.971507",Delhi Eye Hospital,"123,Sukhdev Nagar",Haryana,Panipat,132103,0,0
10039,NA,Dewan Diagnostic Centre and Dental Clinic,"614, Near Ram Sharnam Ashram",Haryana,Panipat,132103,0,0
10040,NA,Dilsukh Hospital,"Ward No.11 , Octroi Kutani Road",Haryana,Panipat,132103,0,0
10041,"29.3781682, 76.9644342",Dn Hospital,Gohana Road Krishan Pura,Haryana,Panipat,132103,0,0
10042,"29.388306, 76.9780583",Dr Bharat General and Dental Hospital,"5/9, Near Shiv Chowk, Sanoli Road",Haryana,Panipat,132103,0,0
10043,"29.388958, 76.9599852",Dr Narayana Datta Hospital,Model Town,Haryana,Panipat,132103,0,0
10044,"28.7065412, 77.1905524",Dr Sudhir Sabharwal Orthopaedic Center,"2, Gole Market, Model Town",Haryana,Panipat,132103,0,0
10045,"29.3735591, 76.9772675",Dr. G.C. Gupta Hospital,"372-373 Huda, Phase -1, Sector- 11-12",Haryana,Panipat,132103,0,0
10046,NA,Dr. Rahul Mittal Memorial Hospital,"Dr. Rahul Mittal Memorial Hospital, 316,Model Town",Haryana,Panipat,132103,0,0
10047,"29.3759124, 76.9451241",Dr.Chaudary Hospital,"971/24,Jatal Road",Haryana,Panipat,132103,0,0
10048,NA,"Dr.Jetinder Sharma Hospital,","Dr. Jetinder Sharma Hospital,Near Bus Stand",Haryana,Panipat,132103,0,0
10049,"29.388958, 76.9599852",Dr.Narayan Datt Hospital,Model Town,Haryana,Panipat,132103,0,0
10050,NA,Dr.Ravindera Maternity and General Hospital,"#638, Model Town,Near Pruthi Chowk",Haryana,Panipat,132103,0,0
10051,NA,Gandhi Hospital,"Tehsil Road ,( Behind Civil Hospital)",Haryana,Panipat,132103,0,0
10052,NA,Gaurav Hospital And Heart Care Centre,"Near Bhim Goda Mandir, Sanoli Road",Haryana,Panipat,132103,0,0
10053,NA,Geeta Hospital,"Geeta Hospital,46 - B,Narain Singh Park",Haryana,Panipat,132103,0,0
10054,NA,Goel Children Hospital,"Bhim Goda Mandir Chowk , Sanoli Road",Haryana,Panipat,132103,0,0
10055,"28.6516342, 77.4209149",Heritage Hospitals Pvt Ltd,"Plot No-145, Vijay Nagar",Haryana,Panipat,132103,0,0
10056,"29.3897296, 76.97317",Hyderabadi General Hospital and Nursing Home,Sanoli Road Sanjay Chowk,Haryana,Panipat,132103,0,0
10057,"29.3986523, 76.971507",Jain Ent Center,"117 , Sukhdev Nagar",Haryana,Panipat,132103,0,0
10058,NA,"Jindal Nursing Home,","Jindal Nursing Home,50 Devi Multi Colony",Haryana,Panipat,132103,0,0
10059,NA,Jitendra Hospital,"126, Sukhdev Nagar Jitindra Hospital Lane",Haryana,Panipat,132103,0,0
10060,"29.2405629, 77.0113048",Kapila Hospital,"Padaw, Samalkha",Haryana,Panipat,132103,0,0
10061,NA,Khurana Hospital and Maternity Centre,Tehshil Road Behind Civil Hospital,Haryana,Panipat,132103,0,0
10062,"29.3909464, 76.9635023",Kohli Nursing Home,Sarang Road,Haryana,Panipat,132103,0,0
10063,"29.3781682, 76.9644342",Kundu Hospital,Gohana Road,Haryana,Panipat,132103,0,0
10064,NA,Lala Harbhagwan Das Memorial And Dr Prem Hospital / Lala Harbhagwan Dass Memorial and Dr.Prem Hospital,Bishan Swaroop Colony,Haryana,Panipat,132103,0,0
10065,NA,Madhumita Hospital and Diagnostic Centre,"Madhumita Hospital & Diagnostic Centre,G.T.RoadNear Gohana Chowk",Haryana,Panipat,132103,0,0
10066,NA,Malhotra Mother and Child Hospital,"656-R, Pruthi Chowk, Model Town",Haryana,Panipat,132103,0,0
10067,"29.3788655, 76.9656473",Malik Hospital,Gohana Road (Near G.T.Road),Haryana,Panipat,132103,0,0
10068,NA,Manisha Maternity And General Hospital,"Ram Mandir , Opposite Mithan Sweets Teh. Camp",Haryana,Panipat,132103,0,0
10069,"28.8916618, 76.635549",Mittal Chest Allegery and General Hospital,"396, Huda Colony, Sector - Ii",Haryana,Panipat,132103,0,0
10070,NA,Navjevan Charitable Hospital / Navjeevan Doctor House,"Saini Factory Wali Gali,Purewal Colony,Kacha Camp,Near Weaver Service Centre",Haryana,Panipat,132103,0,0
10071,"37.3661655, -104.2105516",Neeraj Hospital / Neraj Hospital,"No. 103, L Model Town",Haryana,Panipat,132103,0,0
10072,NA,Pahuja Hospital,"18 Nehru Nagar, Behind Skylark",Haryana,Panipat,132103,0,0
10073,NA,Panipat Cath Lab and Heart Care Centre,"2Nd Floor, Prem Hospital ,Bishan Saroop Colony ,Opp Bus Stand",Haryana,Panipat,132103,0,0
10074,NA,Pawananjali Hospital,"Near Babail Chowk, Sanoli Road",Haryana,Panipat,132103,0,0
10075,NA,Prabhakar Hospital / Prabhakar Hospital- I,"Prabhakar Hospital,1,Assamdh Road",Haryana,Panipat,132103,0,0
10076,NA,Prem Hospital,"Bishan Saroop Colony, Opp Bus Stand",Haryana,Panipat,132103,0,0
10077,"29.3980821, 76.9657463",Pritam Nursing Home,"1119, Bishan Sarup Colony,",Haryana,Panipat,132103,0,0
10078,NA,R P Stone Clinic Pvt Ltd,"Scf. 33-31, Sector11, Urban State",Haryana,Panipat,132103,0,0
10079,NA,Raghudeep Hospital,"Raghudeep Hospital,39 B,N.S.Park",Haryana,Panipat,132103,0,0
10080,"30.9504406, 74.6151551",Rainbow Children Hospital,"No. 152-R, Model Town",Haryana,Panipat,132103,0,0
10081,"33.836081, -81.1637245",Renew R. P Endoscopic and Enitre Women Diseases Clin,"S. C. F 30 & 31, Sector 11, Urban Estate (Huda Colony )",Haryana,Panipat,132103,0,0
10082,"29.3909464, 76.9635023",Sai Ram Nursing Home,Jattal Road,Haryana,Panipat,132103,0,0
10083,Error,Sanjeevani Nursing Home / Sanjeevni Nursing Home,"Salar Gunj Gate, Insar Bazar Rd, Sukhdev Nagar, Old Housing Board Colony",Haryana,Panipat,132103,0,0
10084,NA,Sanjiv Singla Children Hospital,"Saloni Road , Khushi Garden Wali Gali",Haryana,Panipat,132103,0,0
10085,"29.3781682, 76.9644342",Saradana Hospital / Sardana Hospital,Gohana Rd,Haryana,Panipat,132103,0,0
10086,"28.6515136, 77.4208293",Shipra Hospitals Pvt. Ltd.,"Plot No.-154, Vijay Nagar",Haryana,Panipat,132103,0,0
10087,NA,Shree Balaji Hospital and Health Care Centre / Shree Balajee Hospital and Heart Care Centre,"47,Devi Murti Colony,Behind Civil Hospital,Near Hawa Singh Hospital",Haryana,Panipat,132103,0,0
10088,"29.3872866, 76.9993642",Shri Hyderabadi Biradari Shiksha and Medical Sanstha,Sanoli Road,Haryana,Panipat,132103,0,0
10089,NA,Shri Radha Krishna Charitable Eye Hospital,Sanoli Road Near Bhim Goda Mandir,Haryana,Panipat,132103,0,0
10090,Error,Singla Nursing Home,Near Ramlalchowk. Model Town,Haryana,Panipat,132103,0,0
10091,"29.3776606, 76.9693889",Sombeer Hospital / Sombir Hospital / Somdir Hospital,Khanna Road Near Gohana Road,Haryana,Panipat,132103,0,0
10092,"29.388958, 76.9599852",Soni Hospital,"435-L, Model Town",Haryana,Panipat,132103,0,0
10093,NA,Talwar Nursing Home,Tehsil Road Behind Civil Hospital,Haryana,Panipat,132103,0,0
10094,NA,Tandon Hospital,Tehsil Road Behind Civil Hospital,Haryana,Panipat,132103,0,0
10095,NA,Tikku Hoapital,"Tikku Hoapital,658,Model Town",Haryana,Panipat,132103,0,0
10096,"29.3909464, 76.9635023","ESI Hospital, Panipat",ESIC  Building,Haryana,Panipat,132103,0,http://www.esic.nic.in/Haryana-hospital.php
10097,"29.3942309, 76.9467794",Madaan Hospital,"Assandh Road, Model Town",Haryana,Panipat,132103,0,http://madaanhospitals.com/
10098,"29.388958, 76.9599852",Ravindra Hospital\n,"638, Model Town",Haryana,Panipat,132103,0,http://www.ravindrahospitalpanipat.com/
10099,NA,Aman Hospital,"Aman Hospital, Bishal Swaroop, Colony",Haryana,Panipat,132103,0,www.amanhospital.com/
10100,NA,Chhabra Star Hospital.,"1-A, Narain Singh Park, Assandh Road, Model Town",Haryana,Panipat,132103,0,http://www.chhabrahospital.in/
10101,NA,Dewan Dental Clinic and Diagnostic Centre,"614, Model Town, OppositeRam Sharnam Ashram (Shakuntla mandir)",Haryana,Panipat,132103,0,http://www.dentistpanipat.com/
10102,"29.3909464, 76.9635023",Dr. G.C.Gupta Hospital,"372-373, Huda Sec-2",Haryana,Panipat,132103,0,http://gcguptahospital.com/
10103,NA,Malhotra Mother and Child Hospital,"656-R, Pruthi Chowk, Model Town",Haryana,Panipat,132103,0,http://www.malhotrahospital.net/
10104,NA,"R P Stone Clinic Pvt.Ltd., Panipat","SCF: 30-31, Sector-11, Near Angel Prime Mall, Huda Colony",Haryana,Panipat,132103,0,http://www.rpstoneclinic.com/
10105,"28.2142461, 76.7985669",Apex Hospital And Trauma Centre / Apex Hospital (Multi Speciality Centre),Plot No: 5 (Near S B I) Sector 6 Dharuhera,Haryana,Rewari,123106,0,0
10106,NA,Aaroh Hospital,"Opposite Jain Publichigh School, New Civil Hospital, Circular Road",Haryana,Rewari,123401,0,0
10107,NA,Aditya Neuro and Spine Speciality Hospital,"Circular Road, Near Kanod Gate",Haryana,Rewari,123401,0,0
10108,"28.0657961, 76.1014781",Ahuja Hospital,"Near Modawala Mandir Main Gate, Delhi Road, Narnaul",Haryana,Rewari,123401,0,0
10109,NA,Apex Hospital and Trauma Centre,"70, Km Milestone, Opposite Sec.-6 Housing Board Colony Daruhera",Haryana,Rewari,123401,0,0
